Date,Away,AS,Home,HS,OT,Detail Path,Game Type,Detail Data,Rand
2009-12-06,PHX,88,LAL,108,N,phx-vs-lal-0020900295,regular,1,6
2006-09-08,No Games,-,No Games,-,-,-,-,2,5
1995-06-16,No Games,-,No Games,-,-,-,-,2,0
1999-12-27,MIN,107,ORL,105,N,min-vs-orl-0029900390,regular,1,8
2018-04-03,WAS,104,HOU,120,N,was-vs-hou-0021701161,regular,1,9
1996-04-11,CLE,101,NYK,97,N,cle-vs-nyk-0029501109,regular,1,2
2000-10-03,No Games,-,No Games,-,-,-,-,2,6
2021-03-04,LAC,117,WAS,119,N,lac-vs-was-0022000554,regular,1,0
2006-07-26,No Games,-,No Games,-,-,-,-,2,7
1997-10-06,No Games,-,No Games,-,-,-,-,2,3
2005-08-08,No Games,-,No Games,-,-,-,-,2,6
1996-02-21,NYK,113,DET,110,N,nyk-vs-det-0029500744,regular,1,4
2004-04-16,No Games,-,No Games,-,-,-,-,2,2
2008-03-03,PHI,106,LAC,80,N,phi-vs-lac-0020700888,regular,1,7
2004-12-09,SEA,107,DAL,102,N,sea-vs-dal-0020400274,regular,1,0
2002-08-16,No Games,-,No Games,-,-,-,-,2,6
2003-03-01,CHI,93,WAS,101,N,chi-vs-was-0020200845,regular,1,1
2006-12-02,CLE,63,HOU,81,N,cle-vs-hou-0020600239,regular,1,3
1995-12-30,SEA,123,PHX,112,N,sea-vs-phx-0029500403,regular,1,1
2004-12-31,SAS,98,LAC,79,N,sas-vs-lac-0020400425,regular,1,7
2012-01-11,OKC,95,NOH,85,N,okc-vs-noh-0021100148,regular,1,3
2023-01-20,MEM,121,LAL,122,N,mem-vs-lal-0022200690,regular,1,5
2018-09-05,No Games,-,No Games,-,-,-,-,2,3
2002-10-31,POR,72,SAC,100,N,por-vs-sac-0020200020,regular,1,3
1996-11-30,CHI,97,SAS,88,N,chi-vs-sas-0029600216,regular,1,8
2018-04-09,NOP,113,LAC,100,N,nop-vs-lac-0021701212,regular,1,8
2022-01-01,LAC,120,BKN,116,N,lac-vs-bkn-0022100542,regular,1,2
2019-12-20,SAC,105,IND,119,N,sac-vs-ind-0021900421,regular,1,5
2009-09-26,No Games,-,No Games,-,-,-,-,2,6
2001-03-11,LAC,93,DAL,111,N,lac-vs-dal-0020000909,regular,1,2
2011-01-09,GSW,91,LAC,105,N,gsw-vs-lac-0021000545,regular,1,2
2008-04-07,No Games,-,No Games,-,-,-,-,2,8
2001-10-19,PHX,-,LAL,-,N,phx-vs-lal-0010100064,preseason,2,9
2000-03-20,LAL,100,MIA,89,N,lal-vs-mia-0029900955,regular,1,4
2015-07-28,No Games,-,No Games,-,-,-,-,2,4
2008-02-08,CLE,100,ATL,95,N,cle-vs-atl-0020700730,regular,1,4
2018-02-04,MEM,86,TOR,101,N,mem-vs-tor-0021700787,regular,1,4
2021-01-20,ORL,97,MIN,96,N,orl-vs-min-0022000221,regular,1,0
2007-12-08,MEM,78,ATL,86,N,mem-vs-atl-0020700288,regular,1,1
2010-11-20,MIA,95,MEM,97,N,mia-vs-mem-0021000185,regular,1,7
2016-04-22,CLE,101,DET,91,N,cle-vs-det-0041500103,playoffs,1,2
1997-12-23,DAL,85,CLE,99,N,dal-vs-cle-0029700374,regular,1,7
2005-07-04,No Games,-,No Games,-,-,-,-,2,7
1999-03-26,CHI,81,ATL,93,N,chi-vs-atl-0029800390,regular,1,5
2008-01-19,NYK,88,MIA,84,N,nyk-vs-mia-0020700587,regular,1,0
2013-03-27,WAS,80,OKC,103,N,was-vs-okc-0021201065,regular,1,0
2018-05-06,HOU,100,UTA,87,N,hou-vs-uta-0041700224,playoffs,1,0
1996-03-25,SAN,95,NJN,88,N,san-vs-njn-0029500982,regular,1,2
1996-01-05,POR,96,MIL,113,N,por-vs-mil-0029500439,regular,1,6
2010-10-30,SAC,107,CLE,104,N,sac-vs-cle-0021000032,regular,1,7
2017-01-08,CLE,120,PHX,116,N,cle-vs-phx-0021600565,regular,1,8
2001-10-12,BOS,-,DAL,-,N,bos-vs-dal-0010100024,preseason,2,0
2017-03-01,WAS,105,TOR,96,N,was-vs-tor-0021600896,regular,1,4
2012-10-01,No Games,-,No Games,-,-,-,-,2,9
2005-12-31,SAS,98,DEN,88,N,sas-vs-den-0020500431,regular,1,7
2021-09-24,No Games,-,No Games,-,-,-,-,2,4
2009-01-26,POR,113,LAC,88,N,por-vs-lac-0020800661,regular,1,0
2020-02-01,MIN,106,LAC,118,N,min-vs-lac-0021900727,regular,1,3
2016-11-08,DAL,109,LAL,97,N,dal-vs-lal-0021600104,regular,1,0
2021-12-13,PHX,95,LAC,111,N,phx-vs-lac-0022100412,regular,1,7
2023-03-08,TOR,100,LAC,108,N,tor-vs-lac-0022200991,regular,1,0
1996-04-08,MIA,99,WAS,111,N,mia-vs-was-0029501090,regular,1,8
2017-03-02,GSW,87,CHI,94,N,gsw-vs-chi-0021600906,regular,1,6
2000-12-03,POR,79,PHX,84,N,por-vs-phx-0020000245,regular,1,9
2016-12-20,BKN,104,TOR,116,N,bkn-vs-tor-0021600420,regular,1,3
1997-04-01,HOU,116,DEN,99,N,hou-vs-den-0029601044,regular,1,2
2013-01-05,BOS,89,ATL,81,N,bos-vs-atl-0021200489,regular,1,4
2015-01-16,LAL,85,UTA,94,N,lal-vs-uta-0021400597,regular,1,8
2017-11-25,TOR,112,ATL,78,N,tor-vs-atl-0021700280,regular,1,2
2017-01-05,SAS,127,DEN,99,N,sas-vs-den-0021600543,regular,1,7
2007-01-07,WAS,111,TOR,116,N,was-vs-tor-0020600498,regular,1,8
2005-12-15,SAS,90,MIN,88,N,sas-vs-min-0020500320,regular,1,0
1995-04-11,ATL,110,PHL,106,N,atl-vs-phl-0029401016,regular,1,7
2014-01-27,ATL,109,OKC,111,N,atl-vs-okc-0021300666,regular,1,7
1996-11-24,HOU,90,LAL,85,N,hou-vs-lal-0029600173,regular,1,4
2001-12-14,SAS,105,PHX,93,N,sas-vs-phx-0020100319,regular,1,1
1997-10-01,No Games,-,No Games,-,-,-,-,2,8
2020-02-08,DEN,117,PHX,108,N,den-vs-phx-0021900784,regular,1,3
2019-12-31,CLE,97,TOR,117,N,cle-vs-tor-0021900500,regular,1,9
2022-10-23,UTA,122,NOP,1121,Y,uta-vs-nop-0022200040,regular,1,0
2006-03-13,DEN,108,NYK,96,N,den-vs-nyk-0020500937,regular,1,7
2014-02-08,MIA,89,UTA,94,N,mia-vs-uta-0021300755,regular,1,8
2016-04-10,UTA,100,DEN,84,N,uta-vs-den-0021501198,regular,1,7
2002-05-09,NJN,97,CHH,115,N,njn-vs-chh-0040100203,playoffs,1,2
2013-07-19,No Games,-,No Games,-,-,-,-,2,8
2010-02-06,LAL,99,POR,82,N,lal-vs-por-0020900750,regular,1,9
2017-01-17,HOU,103,MIA,109,N,hou-vs-mia-0021600623,regular,1,4
2015-11-15,DET,85,LAL,97,N,det-vs-lal-0021500151,regular,1,3
2020-02-15,No Games,-,No Games,-,-,-,-,2,6
2012-11-12,UTA,140,TOR,3133,Y,uta-vs-tor-0021200095,regular,1,9
2015-04-25,MEM,115,POR,109,N,mem-vs-por-0041400173,playoffs,1,0
2019-10-24,ATL,117,DET,100,N,atl-vs-det-0021900014,regular,1,4
1998-09-25,No Games,-,No Games,-,-,-,-,2,0
2005-02-23,MIA,91,IND,93,Y,mia-vs-ind-0020400792,regular,1,1
2003-10-21,MEM,97,MIA,82,N,mem-vs-mia-0010300092,preseason,2,6
2020-01-13,ORL,114,SAC,112,N,orl-vs-sac-0021900596,regular,1,4
2015-12-31,PHX,106,OKC,110,N,phx-vs-okc-0021500488,regular,1,3
2002-03-15,DEN,102,ORL,124,N,den-vs-orl-0020100928,regular,1,0
2021-12-17,MIL,112,NOP,116,Y,mil-vs-nop-0022100438,regular,1,6
2005-10-26,CLE,100,BOS,101,N,cle-vs-bos-0010500103,preseason,1,0
2010-01-22,LAL,115,NYK,105,N,lal-vs-nyk-0020900632,regular,1,0
2003-11-19,CLE,95,WAS,106,N,cle-vs-was-0020300153,regular,1,8
2002-10-18,LAC,-,CHI,-,N,lac-vs-chi-0010200061,preseason,2,5
2007-04-16,BOS,91,MIA,89,N,bos-vs-mia-0020601204,regular,1,1
2018-10-06,IND,104,MEM,109,N,ind-vs-mem-0011800041,preseason,2,3
2015-12-06,GSW,114,BKN,98,N,gsw-vs-bkn-0021500300,regular,1,2
2006-10-10,DAL,81,NOK,84,N,dal-vs-nok-0010600010,preseason,1,2
1996-09-30,No Games,-,No Games,-,-,-,-,2,0
2002-11-25,MIL,81,PHX,86,N,mil-vs-phx-0020200196,regular,1,2
2008-04-22,TOR,103,ORL,104,N,tor-vs-orl-0040700122,playoffs,1,2
2004-05-12,IND,88,MIA,100,N,ind-vs-mia-0040300204,playoffs,1,7
2018-12-28,CLE,94,MIA,118,N,cle-vs-mia-0021800521,regular,1,1
2004-03-24,MIL,89,GSW,98,N,mil-vs-gsw-0020301034,regular,1,9
2005-03-04,CHA,84,BOS,104,N,cha-vs-bos-0020400857,regular,1,0
1999-03-22,VAN,84,PHX,89,N,van-vs-phx-0029800364,regular,1,1
2022-10-07,TOR,100,HOU,116,N,tor-vs-hou-0012200032,preseason,1,4
2004-12-08,MEM,97,ATL,89,N,mem-vs-atl-0020400265,regular,1,5
2012-03-08,ORL,99,CHI,94,N,orl-vs-chi-0021100582,regular,1,6
2018-04-06,DAL,106,DET,113,Y,dal-vs-det-0021701181,regular,1,9
2011-02-01,HOU,106,LAL,114,Y,hou-vs-lal-0021000718,regular,1,1
2019-01-08,WAS,115,PHI,132,N,was-vs-phi-0021800600,regular,1,8
2000-01-17,ORL,100,GSW,113,N,orl-vs-gsw-0029900538,regular,1,1
2010-04-14,MEM,105,OKC,114,N,mem-vs-okc-0020901224,regular,1,4
1995-12-10,DET,82,LAL,87,N,det-vs-lal-0029500267,regular,1,5
2012-01-25,NOH,91,OKC,101,N,noh-vs-okc-0021100263,regular,1,4
2008-11-14,PHI,94,IND,92,N,phi-vs-ind-0020800121,regular,1,8
1998-03-20,SEA,80,LAL,93,N,sea-vs-lal-0029700967,regular,1,5
2000-04-12,LAC,93,UTA,102,N,lac-vs-uta-0029901128,regular,1,9
2012-11-27,MIN,97,SAC,89,N,min-vs-sac-0021200207,regular,1,4
2005-07-18,No Games,-,No Games,-,-,-,-,2,6
2006-11-08,DET,86,SAC,99,N,det-vs-sac-0020600068,regular,1,2
2014-02-05,DET,98,ORL,112,N,det-vs-orl-0021300733,regular,1,4
1999-02-05,CLE,83,ATL,100,N,cle-vs-atl-0029800005,regular,1,5
2001-09-22,No Games,-,No Games,-,-,-,-,2,7
2010-02-23,DET,101,SAC,89,N,det-vs-sac-0020900843,regular,1,0
2014-04-30,POR,98,HOU,108,N,por-vs-hou-0041300175,playoffs,1,1
2007-11-17,NYK,83,DEN,115,N,nyk-vs-den-0020700139,regular,1,0
2016-12-02,ORL,105,PHI,88,N,orl-vs-phi-0021600282,regular,1,8
2004-11-12,MIA,84,SAS,93,N,mia-vs-sas-0020400078,regular,1,2
2006-03-15,CHI,88,MIL,104,N,chi-vs-mil-0020500956,regular,1,6
2001-11-08,SAS,105,CHH,95,N,sas-vs-chh-0020100070,regular,1,7
2015-02-22,MEM,98,POR,92,N,mem-vs-por-0021400828,regular,1,0
2018-01-30,OKC,96,WAS,102,N,okc-vs-was-0021700744,regular,1,2
2014-06-10,SAS,111,MIA,92,N,sas-vs-mia-0041300403,playoffs,1,5
2000-09-11,No Games,-,No Games,-,-,-,-,2,5
2007-12-28,LAC,88,PHX,94,N,lac-vs-phx-0020700429,regular,1,2
1996-12-10,DAL,100,LAC,95,N,dal-vs-lac-0029600283,regular,1,4
2007-02-20,MEM,105,SEA,121,N,mem-vs-sea-0020600798,regular,1,9
2015-05-29,No Games,-,No Games,-,-,-,-,2,1
2005-07-13,No Games,-,No Games,-,-,-,-,2,3
2011-02-13,POR,105,DET,100,N,por-vs-det-0021000807,regular,1,5
2016-12-30,DAL,99,GSW,108,N,dal-vs-gsw-0021600501,regular,1,2
2003-06-05,No Games,-,No Games,-,-,-,-,2,3
2008-12-23,GSW,88,MIA,96,N,gsw-vs-mia-0020800414,regular,1,9
2008-04-24,CLE,72,WAS,108,N,cle-vs-was-0040700133,playoffs,1,8
2021-04-03,MIL,129,SAC,128,N,mil-vs-sac-0022000754,regular,1,3
2007-03-11,DEN,113,SAC,101,N,den-vs-sac-0020600938,regular,1,0
2007-01-16,CLE,96,SEA,101,N,cle-vs-sea-0020600567,regular,1,9
2004-04-14,DEN,67,SAS,93,N,den-vs-sas-0020301184,regular,1,2
2010-01-06,TOR,108,ORL,103,N,tor-vs-orl-0020900509,regular,1,8
2016-03-26,PHI,105,POR,108,N,phi-vs-por-0021501091,regular,1,3
2001-09-13,No Games,-,No Games,-,-,-,-,2,6
2018-06-16,No Games,-,No Games,-,-,-,-,2,6
2002-12-30,CLE,88,NJN,102,N,cle-vs-njn-0020200434,regular,1,0
2021-01-18,HOU,120,CHI,125,N,hou-vs-chi-0022000211,regular,1,3
1998-04-28,SEA,90,MIN,98,N,sea-vs-min-0049700021,playoffs,1,2
2001-10-09,DAL,-,PHI,-,N,dal-vs-phi-0010100006,preseason,2,8
2002-10-11,MIN,-,MIA,-,N,min-vs-mia-0010200030,preseason,2,2
2014-03-22,SAS,99,GSW,90,N,sas-vs-gsw-0021301038,regular,1,0
1998-02-27,ATL,88,SEA,90,N,atl-vs-sea-0029700816,regular,1,1
1999-11-12,UTA,92,SAC,105,N,uta-vs-sac-0029900080,regular,1,3
2003-03-04,HOU,83,DET,96,N,hou-vs-det-0020200866,regular,1,5
2008-02-15,NOR,51,HOR,50,N,nor-vs-hor-0030700003,regular,2,0
2020-12-17,GSW,113,SAC,105,N,gsw-vs-sac-0012000038,preseason,1,0
2001-05-21,LAL,88,SAS,81,N,lal-vs-sas-0040000070,playoffs,1,0
2005-01-29,BOS,101,CHI,97,N,bos-vs-chi-0020400643,regular,1,5
1997-12-07,DET,93,TOR,83,N,det-vs-tor-0029700258,regular,1,1
1998-05-10,IND,118,NYK,107,Y,ind-vs-nyk-0049700053,playoffs,1,6
2012-04-21,POR,89,MEM,93,N,por-vs-mem-0021100947,regular,1,5
2006-12-31,PHX,108,DET,101,N,phx-vs-det-0020600453,regular,1,0
2006-11-21,MEM,94,CLE,97,N,mem-vs-cle-0020600152,regular,1,9
2002-09-14,No Games,-,No Games,-,-,-,-,2,1
2018-11-07,SAS,88,MIA,95,N,sas-vs-mia-0021800156,regular,1,0
2008-12-23,OKC,88,ATL,99,N,okc-vs-atl-0020800409,regular,1,5
2018-11-10,PHX,99,NOP,119,N,phx-vs-nop-0021800176,regular,1,4
2022-11-18,MIA,106,WAS,1107,Y,mia-vs-was-0022200224,regular,1,9
2008-10-10,MOS,66,ORL,94,N,mos-vs-orl-0010800026,preseason,1,3
2018-12-04,SAS,105,UTA,139,N,sas-vs-uta-0021800354,regular,1,6
1997-10-29,No Games,-,No Games,-,-,-,-,2,0
2000-01-15,SAC,114,GSW,99,N,sac-vs-gsw-0029900525,regular,1,2
2004-08-05,No Games,-,No Games,-,-,-,-,2,2
1999-12-21,NJN,87,TOR,116,N,njn-vs-tor-0029900356,regular,1,7
2017-11-05,UTA,110,HOU,137,N,uta-vs-hou-0021700140,regular,1,2
2012-12-12,LAC,100,CHA,94,N,lac-vs-cha-0021200313,regular,1,5
2010-01-15,MIN,110,MEM,135,N,min-vs-mem-0020900576,regular,1,4
2004-03-07,MEM,95,GSW,85,N,mem-vs-gsw-0020300909,regular,1,2
2011-02-16,PHI,114,HOU,105,N,phi-vs-hou-0021000832,regular,1,1
2007-03-02,IND,90,PHX,115,N,ind-vs-phx-0020600877,regular,1,5
2003-07-17,No Games,-,No Games,-,-,-,-,2,8
2017-07-12,No Games,-,No Games,-,-,-,-,2,3
2005-12-23,LAL,104,ORL,88,N,lal-vs-orl-0020500372,regular,1,6
2011-12-26,MEM,82,SAS,95,N,mem-vs-sas-0021100013,regular,1,3
2017-01-28,BKN,109,MIN,129,N,bkn-vs-min-0021600710,regular,1,3
2007-11-04,UTA,109,LAL,119,N,uta-vs-lal-0020700042,regular,1,3
2022-10-10,PHX,105,DEN,107,N,phx-vs-den-0012200046,preseason,1,0
2019-12-25,BOS,118,TOR,102,N,bos-vs-tor-0021900455,regular,1,6
1997-02-23,NYK,127,LAL,2121,Y,nyk-vs-lal-0029600781,regular,1,8
1996-01-10,SEA,87,CHI,113,N,sea-vs-chi-0029500466,regular,1,0
2019-01-19,OKC,117,PHI,115,N,okc-vs-phi-0021800678,regular,1,4
2023-01-28,LAL,121,BOS,1125,Y,lal-vs-bos-0022200749,regular,1,7
2003-08-24,No Games,-,No Games,-,-,-,-,2,3
2009-11-14,DET,106,WAS,103,N,det-vs-was-0020900136,regular,1,2
2018-12-31,BOS,111,SAS,120,N,bos-vs-sas-0021800545,regular,1,7
2003-01-04,LAL,93,PHX,107,N,lal-vs-phx-0020200471,regular,1,9
1997-01-11,LAC,93,MIN,95,N,lac-vs-min-0029600495,regular,1,8
1995-11-25,UTH,91,DEN,94,N,uth-vs-den-0029500165,regular,1,4
2011-05-09,MIA,98,BOS,90,Y,mia-vs-bos-0041000214,playoffs,1,4
1997-12-21,POR,86,VAN,88,N,por-vs-van-0029700363,regular,1,3
2001-11-10,ATL,88,SAS,110,N,atl-vs-sas-0020100092,regular,1,3
2006-11-12,DAL,103,POR,96,N,dal-vs-por-0020600095,regular,1,8
2017-01-10,CLE,92,UTA,100,N,cle-vs-uta-0021600576,regular,1,7
2005-04-17,SEA,109,MIN,94,N,sea-vs-min-0020401195,regular,1,9
2005-04-17,ATL,139,NYK,135,Y,atl-vs-nyk-0020401199,regular,1,7
2021-10-29,CHA,99,MIA,114,N,cha-vs-mia-0022100073,regular,1,9
2006-06-08,MIA,80,DAL,90,N,mia-vs-dal-0040500401,playoffs,1,3
2002-02-23,LAC,88,IND,106,N,lac-vs-ind-0020100785,regular,1,4
2012-01-29,LAL,106,MIN,101,N,lal-vs-min-0021100297,regular,1,1
2012-01-07,CHA,77,IND,99,N,cha-vs-ind-0021100111,regular,1,4
2010-09-11,No Games,-,No Games,-,-,-,-,2,0
2010-01-09,IND,102,OKC,108,N,ind-vs-okc-0020900534,regular,1,9
2013-12-13,NYK,86,BOS,90,N,nyk-vs-bos-0021300333,regular,1,4
2019-03-15,SAC,114,PHI,123,N,sac-vs-phi-0021801027,regular,1,9
2007-02-21,MIA,102,HOU,112,N,mia-vs-hou-0020600807,regular,1,4
2019-10-27,CHA,101,LAL,120,N,cha-vs-lal-0021900040,regular,1,0
1999-12-27,ATL,104,CHH,108,N,atl-vs-chh-0029900391,regular,1,5
2015-12-23,OKC,120,LAL,85,N,okc-vs-lal-0021500435,regular,1,6
2004-12-14,NOH,93,CHA,94,Y,noh-vs-cha-0020400308,regular,1,3
2022-10-31,PHI,118,WAS,111,N,phi-vs-was-0022200097,regular,1,1
1998-04-03,MIN,93,CHI,107,N,min-vs-chi-0029701066,regular,1,8
2010-02-03,OKC,103,NOH,99,N,okc-vs-noh-0020900723,regular,1,9
2004-01-13,CLE,104,SEA,96,N,cle-vs-sea-0020300541,regular,1,5
2022-01-17,CHA,97,NYK,87,N,cha-vs-nyk-0022100655,regular,1,8
2019-02-16,No Games,-,No Games,-,-,-,-,2,2
2009-01-04,CLE,77,WAS,80,N,cle-vs-was-0020800496,regular,1,7
2014-12-23,DAL,115,PHX,124,N,dal-vs-phx-0021400425,regular,1,8
2006-02-19,EST,122,WST,120,N,est-vs-wst-0030500001,regular,1,0
2000-10-24,PHX,-,VAN,-,N,phx-vs-van-0010000095,preseason,2,3
2022-01-29,BOS,107,NOP,97,N,bos-vs-nop-0022100745,regular,1,9
2002-12-01,MIN,110,LAL,107,N,min-vs-lal-0020200243,regular,1,3
2017-12-27,MEM,109,LAL,99,N,mem-vs-lal-0021700515,regular,1,9
1999-03-29,VAN,98,LAL,116,N,van-vs-lal-0029800418,regular,1,1
2002-11-26,SAS,81,DEN,85,N,sas-vs-den-0020200201,regular,1,2
2019-01-13,HOU,109,ORL,116,N,hou-vs-orl-0021800641,regular,1,5
